carat,cut,color,clarity,depth,table,x,y,z,price
0.48,Good,G,VS2,62.8,55.0,1.22,1.31,0.72,1199
0.75,Ideal,E,VS2,61.7,55.0,1.92,1.96,1.17,3415
0.87,Good,G,IF,62.1,57.0,2.2,2.22,1.35,4856
1.71,Very Good,E,VS2,61.7,58.0,4.41,4.47,2.68,13662
0.38,Ideal,F,SI2,60.3,59.0,0.97,0.95,0.58,300
0.94,Fair,G,VS2,61.7,58.0,2.43,2.51,1.51,5024
1.55,Ideal,E,VVS2,59.8,56.0,3.89,3.95,2.4,11807
1.08,Very Good,H,VVS2,61.5,57.0,2.76,2.74,1.67,5978
1.12,Good,H,VVS2,64.0,59.0,2.85,2.95,1.72,6846
0.99,Ideal,G,VS1,62.9,55.0,2.52,2.54,1.5,5434
1.42,Ideal,H,SI1,60.4,56.0,3.65,3.76,2.26,10397
0.43,Ideal,J,VVS1,61.6,59.0,1.09,1.11,0.67,757
0.37,Ideal,F,VVS1,60.5,59.0,0.93,0.9,0.55,379
0.74,Ideal,G,SI1,61.6,57.0,1.9,1.86,1.15,3677
0.25,Very Good,G,SI2,63.2,57.0,0.64,0.62,0.4,300
1.37,Very Good,D,IF,62.6,55.0,3.46,3.43,2.1,9637
1.36,Ideal,F,VVS1,65.2,59.0,3.47,3.53,2.09,9839
0.6,Ideal,D,VVS1,63.4,60.0,1.53,1.53,0.94,2841
0.62,Ideal,I,VVS1,62.0,63.0,1.59,1.51,0.95,1787
0.71,Premium,F,VS2,62.6,58.0,1.78,1.79,1.09,2900
0.76,Premium,D,VS1,61.4,57.0,1.94,1.95,1.2,3882
0.79,Ideal,F,VS2,60.1,55.0,2.02,2.0,1.26,4774
0.98,Very Good,E,SI2,63.5,53.0,2.52,2.53,1.56,5624
0.68,Ideal,G,VS1,63.1,58.0,1.75,1.75,1.06,2800
1.19,Ideal,I,VS2,61.4,63.0,3.03,3.06,1.88,8013
0.93,Premium,G,VS1,62.1,60.0,2.36,2.39,1.48,4532
0.55,Ideal,G,VS2,63.4,60.0,1.38,1.4,0.84,1095
1.44,Ideal,D,VS2,62.9,58.0,3.65,3.59,2.15,10923
0.38,Good,H,SI2,59.7,58.0,0.96,1.07,0.6,300
0.71,Ideal,D,SI1,62.0,52.0,1.83,1.75,1.09,3033
1.2,Premium,D,SI2,61.5,59.0,3.09,3.08,1.84,7864
0.52,Ideal,H,SI1,63.3,56.0,1.32,1.27,0.8,943
0.86,Very Good,G,IF,63.1,56.0,2.18,2.2,1.32,4656
0.97,Ideal,D,SI2,63.5,57.0,2.44,2.45,1.52,5030
0.48,Premium,D,SI1,60.1,57.0,1.24,1.23,0.75,845
0.71,Fair,G,VS2,60.6,56.0,1.83,1.91,1.08,2257
0.69,Ideal,H,VS2,63.3,58.0,1.75,1.81,1.08,2451
0.56,Good,F,SI2,60.9,56.0,1.43,1.41,0.88,1617
2.34,Very Good,E,VVS2,59.6,58.0,5.92,5.96,3.69,20000
0.51,Ideal,H,VVS2,62.4,54.0,1.29,1.37,0.78,1398
1.22,Ideal,E,SI1,60.9,57.0,3.06,3.12,1.82,8227
0.61,Premium,J,SI1,64.2,55.0,1.56,1.55,0.95,1369
0.43,Ideal,J,VVS1,62.1,56.0,1.08,1.0,0.64,300
0.78,Premium,G,VVS2,61.9,58.0,1.96,1.98,1.16,3659
1.02,Very Good,G,VS1,61.2,54.0,2.57,2.6,1.6,6018
1.17,Very Good,H,SI2,63.9,56.0,2.97,2.93,1.8,7236
1.62,Ideal,G,SI1,62.2,59.0,4.15,4.15,2.54,12568
3.23,Ideal,H,VS2,61.1,54.0,8.16,8.16,5.03,20000
0.84,Ideal,I,SI2,60.6,61.0,2.17,2.24,1.32,3496
0.53,Ideal,H,VS2,61.6,60.0,1.34,1.43,0.79,1614
0.93,Good,D,VS2,60.3,56.0,2.36,2.42,1.42,4721
0.65,Premium,G,SI1,63.1,56.0,1.64,1.64,0.98,2476
1.18,Good,G,VVS2,59.2,58.0,2.99,3.05,1.88,8010
0.39,Premium,F,VVS2,61.5,54.0,0.98,1.01,0.61,300
2.42,Premium,D,SI1,62.6,53.0,6.13,6.13,3.73,20000
1.14,Ideal,H,VVS2,62.2,56.0,2.94,3.04,1.74,7749
0.32,Very Good,E,SI2,60.7,57.0,0.82,0.78,0.49,300
0.52,Good,E,VVS2,62.6,58.0,1.34,1.37,0.83,1021
1.11,Very Good,F,SI2,60.5,56.0,2.8,2.84,1.76,6754
1.33,Ideal,J,SI2,61.7,60.0,3.39,3.38,2.0,9234
0.39,Premium,E,VS1,62.6,54.0,0.99,1.02,0.62,362
1.06,Good,J,VS2,62.3,55.0,2.72,2.77,1.65,6104
0.28,Good,F,VVS1,60.8,59.0,0.72,0.73,0.43,300
0.71,Ideal,E,SI1,63.4,55.0,1.83,1.85,1.09,3208
1.29,Good,H,SI1,61.8,55.0,3.24,3.25,2.01,8786
0.56,Ideal,D,VS2,62.7,58.0,1.42,1.46,0.86,1675
0.35,Ideal,J,VS2,63.8,55.0,0.88,0.87,0.55,300
0.8,Good,D,SI1,63.3,57.0,2.01,1.99,1.2,3338
0.55,Good,G,VS1,63.3,56.0,1.38,1.38,0.85,1735
1.01,Ideal,H,VS1,62.0,56.0,2.56,2.62,1.52,6284
0.48,Premium,I,VVS2,62.8,53.0,1.22,1.13,0.72,733
0.5,Premium,D,IF,62.0,58.0,1.27,1.22,0.76,1510
0.27,Ideal,J,SI1,60.0,55.0,0.69,0.8,0.43,300
0.81,Ideal,I,VS1,62.1,57.0,2.08,2.09,1.28,3880
0.68,Ideal,G,SI1,62.1,56.0,1.71,1.69,1.02,2126
0.41,Ideal,F,VS1,62.5,57.0,1.03,1.07,0.62,420
0.82,Premium,F,VS2,61.5,57.0,2.1,2.06,1.3,4442
1.24,Good,I,IF,60.6,58.0,3.17,3.06,1.91,8163
0.67,Ideal,H,VS1,62.6,56.0,1.69,1.71,1.06,2668
0.85,Premium,H,IF,59.9,60.0,2.19,2.15,1.37,5131
0.85,Premium,H,VVS2,63.7,53.0,2.16,2.17,1.32,4309
0.41,Ideal,G,VVS1,61.4,57.0,1.04,1.06,0.64,396
2.07,Good,E,VVS2,62.0,59.0,5.26,5.27,3.24,18251
0.59,Premium,H,VS2,62.5,59.0,1.5,1.41,0.9,2049
1.03,Fair,G,SI1,62.5,55.0,2.63,2.63,1.59,5723
1.09,Premium,G,SI1,59.7,56.0,2.77,2.79,1.65,6651
0.69,Good,D,SI2,62.9,55.0,1.75,1.68,1.1,2812
1.0,Good,D,VS2,62.1,59.0,2.58,2.5,1.6,5975
0.84,Good,E,VS2,60.8,56.0,2.13,2.08,1.26,3717
0.36,Ideal,H,VS2,60.7,58.0,0.92,0.96,0.56,300
0.63,Ideal,J,IF,61.2,58.0,1.6,1.5,0.97,2862
0.55,Premium,H,VVS1,59.9,63.0,1.4,1.44,0.87,1454
0.59,Ideal,H,SI2,64.1,58.0,1.49,1.51,0.9,680
0.39,Premium,G,SI1,63.8,56.0,1.0,0.99,0.62,300
1.3,Very Good,E,SI1,62.3,54.0,3.34,3.27,1.99,8727
1.65,Ideal,D,SI1,61.4,57.0,4.14,4.1,2.54,13410
1.21,Very Good,D,VVS2,61.4,57.0,3.04,3.08,1.83,7973
1.4,Ideal,G,VS2,62.8,53.0,3.62,3.68,2.16,10166
0.62,Fair,E,VS2,64.2,56.0,1.6,1.55,0.98,774
0.54,Ideal,H,VVS2,60.9,58.0,1.38,1.44,0.85,1680
0.5,Fair,J,VVS2,60.1,56.0,1.27,1.3,0.8,672
1.02,Ideal,E,SI2,63.9,60.0,2.63,2.63,1.62,6623
0.83,Premium,J,VS1,59.2,54.0,2.09,2.05,1.28,3388
0.71,Ideal,G,VS2,60.3,59.0,1.82,1.79,1.14,3082
1.42,Good,H,SI1,61.4,60.0,3.62,3.71,2.26,9331
0.91,Premium,E,SI2,59.5,60.0,2.34,2.35,1.43,4724
0.49,Ideal,E,VS2,63.3,54.0,1.23,1.3,0.75,329
0.53,Premium,H,SI1,62.9,58.0,1.36,1.37,0.85,1821
1.04,Ideal,E,SI1,60.9,56.0,2.66,2.64,1.64,6150
1.25,Ideal,H,VS1,63.5,54.0,3.22,3.25,1.99,8286
0.98,Premium,G,VS1,63.7,57.0,2.51,2.62,1.49,5546
1.91,Ideal,E,SI1,61.5,56.0,4.93,4.9,3.05,15714
1.68,Premium,E,SI2,61.1,60.0,4.33,4.38,2.6,13605
0.92,Ideal,D,VVS2,64.9,59.0,2.34,2.35,1.39,5530
0.49,Fair,H,I1,62.7,55.0,1.24,1.17,0.77,466
0.38,Very Good,E,VVS1,62.1,56.0,0.97,0.9,0.6,300
0.61,Ideal,F,VS1,63.6,57.0,1.57,1.55,0.95,2511
1.08,Ideal,D,SI1,62.1,57.0,2.72,2.74,1.65,7065
1.85,Premium,I,SI1,61.0,60.0,4.72,4.76,2.82,15075
0.91,Ideal,E,I1,61.8,59.0,2.29,2.21,1.35,5064
1.33,Very Good,F,SI1,63.2,58.0,3.34,3.37,2.02,9162
0.66,Very Good,H,SI2,58.9,57.0,1.69,1.68,1.01,1647
1.01,Premium,G,VS2,61.3,54.0,2.59,2.59,1.57,5753
1.12,Very Good,G,SI2,63.6,60.0,2.86,2.89,1.78,6492
0.28,Premium,F,VS2,61.0,57.0,0.72,0.81,0.43,300
0.6,Good,D,VS2,63.9,61.0,1.51,1.53,0.9,2214
1.19,Ideal,F,SI1,63.7,58.0,3.0,2.93,1.88,7111
0.85,Ideal,F,SI2,61.6,62.0,2.19,2.18,1.36,4121
0.41,Ideal,G,SI2,60.9,59.0,1.05,1.09,0.62,300
0.22,Premium,J,SI2,61.3,54.0,0.56,0.6,0.33,300
0.62,Very Good,H,VS1,65.4,56.0,1.59,1.62,0.98,1529
0.71,Ideal,G,SI1,64.3,57.0,1.83,1.8,1.11,2761
0.48,Ideal,H,VVS2,61.9,56.0,1.23,1.16,0.76,1168
0.8,Very Good,I,VS2,60.8,57.0,2.06,2.09,1.25,3729
0.95,Ideal,G,VS2,61.9,54.0,2.41,2.35,1.52,5322
1.04,Ideal,H,VS2,62.0,58.0,2.63,2.66,1.62,6407
0.23,Ideal,H,VS1,60.0,58.0,0.59,0.62,0.35,300
0.38,Ideal,G,SI1,61.8,55.0,0.97,0.95,0.59,300
0.64,Premium,I,SI2,63.6,62.0,1.62,1.61,0.99,2260
0.99,Premium,D,VS2,59.2,58.0,2.53,2.54,1.51,6315
0.95,Ideal,D,SI1,62.9,56.0,2.44,2.41,1.44,5940
0.94,Ideal,E,VS2,63.6,54.0,2.38,2.31,1.41,5388
0.61,Fair,I,VS1,60.9,58.0,1.56,1.56,0.95,1474
0.63,Fair,E,VS2,64.1,57.0,1.58,1.58,0.97,2011
0.51,Premium,E,VS1,60.7,59.0,1.29,1.36,0.77,1453
1.09,Ideal,E,VS2,62.3,57.0,2.79,2.75,1.72,7138
0.47,Ideal,I,VS1,61.3,55.0,1.19,1.24,0.73,430
1.13,Very Good,F,VS1,61.3,61.0,2.86,2.8,1.79,7734
0.82,Premium,D,VS2,60.8,58.0,2.11,2.04,1.32,4204
0.72,Premium,F,VS1,62.7,57.0,1.85,1.83,1.16,3406
0.53,Ideal,F,VVS1,62.9,58.0,1.35,1.3,0.85,1764
0.38,Ideal,G,VS2,61.6,59.0,0.96,0.89,0.58,300
0.54,Ideal,F,SI1,59.8,54.0,1.37,1.47,0.84,1463
0.63,Premium,J,VS1,62.3,58.0,1.61,1.59,0.97,2300
0.23,Premium,F,VS2,62.3,57.0,0.58,0.7,0.35,300
0.67,Very Good,J,SI2,61.4,59.0,1.71,1.66,1.02,1388
1.18,Good,G,VVS1,64.3,56.0,3.0,2.91,1.85,7838
0.98,Ideal,H,SI2,59.5,56.0,2.5,2.56,1.48,5456
0.58,Ideal,F,VS1,58.6,61.0,1.46,1.42,0.88,2105
0.76,Ideal,I,VS1,60.7,60.0,1.91,1.92,1.14,2728
0.56,Ideal,E,IF,62.7,50.0,1.45,1.38,0.91,2152
0.8,Premium,E,SI2,60.2,60.0,2.07,2.07,1.23,3754
1.6,Ideal,I,VS2,60.3,57.0,4.07,4.0,2.55,12044
1.2,Ideal,I,SI1,63.0,56.0,3.09,3.09,1.84,7622
0.96,Ideal,I,SI1,62.3,55.0,2.46,2.44,1.52,5026
0.58,Very Good,D,SI2,62.2,55.0,1.46,1.47,0.88,887
1.08,Premium,F,VS2,62.8,56.0,2.74,2.77,1.65,6594
0.32,Good,G,VS2,61.1,55.0,0.81,0.82,0.51,300
0.65,Ideal,I,SI2,61.2,55.0,1.66,1.68,0.99,1864
0.99,Premium,F,VS2,62.8,55.0,2.53,2.52,1.51,5709
1.07,Very Good,D,VS1,59.8,58.0,2.76,2.74,1.69,6837
1.04,Ideal,E,VS1,58.7,58.0,2.68,2.7,1.66,7010
0.86,Premium,F,VVS1,61.1,59.0,2.22,2.21,1.4,4774
0.67,Very Good,J,SI1,63.0,57.0,1.73,1.73,1.07,2365
0.97,Good,I,IF,62.1,55.0,2.5,2.52,1.53,5440
0.46,Ideal,J,VVS1,62.9,59.0,1.17,1.12,0.71,1495
0.49,Premium,H,SI1,58.9,55.0,1.24,1.31,0.76,642
0.76,Ideal,I,SI2,62.1,59.0,1.94,1.93,1.19,2896
0.81,Premium,H,VS2,62.6,55.0,2.08,2.09,1.25,3680
0.3,Ideal,G,SI1,59.8,56.0,0.76,0.76,0.47,300
0.93,Premium,D,VS2,62.9,57.0,2.4,2.43,1.44,4729
1.09,Premium,F,VS2,61.5,59.0,2.82,2.84,1.72,7047
0.71,Ideal,D,VS1,66.0,58.0,1.81,1.81,1.09,2000
2.43,Premium,E,VS2,58.7,58.0,6.19,6.26,3.73,20000
0.53,Good,I,SI2,63.6,62.0,1.37,1.21,0.84,300
0.62,Fair,E,VVS2,61.1,53.0,1.56,1.62,0.92,2152
0.61,Ideal,H,SI1,59.4,55.0,1.54,1.59,0.91,1178
0.71,Ideal,F,IF,61.0,55.0,1.83,1.74,1.09,3664
0.63,Ideal,G,SI2,62.1,54.0,1.62,1.67,0.97,2154
0.37,Very Good,D,IF,63.2,56.0,0.94,0.99,0.56,300
0.56,Good,H,SI2,64.1,59.0,1.44,1.47,0.89,1046
0.71,Fair,H,SI1,63.7,56.0,1.8,1.72,1.09,2548
1.37,Very Good,D,SI2,60.3,57.0,3.51,3.54,2.14,9972
2.23,Premium,J,VS1,63.3,54.0,5.71,5.76,3.52,19392
1.44,Premium,E,VVS2,62.2,56.0,3.64,3.61,2.25,10206
0.5,Premium,E,VS2,60.8,56.0,1.27,1.29,0.75,1625
0.52,Ideal,D,VVS1,61.4,59.0,1.34,1.32,0.84,1492
0.68,Very Good,D,VS2,60.7,54.0,1.72,1.76,1.08,2519
1.81,Premium,D,VS1,61.8,56.0,4.57,4.55,2.72,15290
0.68,Ideal,J,VVS2,60.7,60.0,1.73,1.7,1.07,2434
0.38,Premium,E,SI1,60.3,57.0,0.96,0.96,0.57,300
0.58,Ideal,F,SI1,62.4,53.0,1.5,1.43,0.89,1909
1.08,Ideal,F,VVS1,62.6,60.0,2.72,2.71,1.64,6566
1.05,Ideal,I,VVS1,61.4,59.0,2.69,2.71,1.68,6437
0.67,Very Good,F,IF,63.6,59.0,1.7,1.74,1.05,2490
1.04,Ideal,D,VVS1,61.3,54.0,2.68,2.69,1.63,6444
0.24,Premium,D,SI2,61.3,61.0,0.61,0.54,0.37,300
0.78,Very Good,G,VVS2,62.6,56.0,1.98,2.05,1.21,4135
1.14,Premium,J,SI1,61.5,56.0,2.95,3.02,1.78,6996
0.49,Ideal,G,IF,61.8,56.0,1.23,1.24,0.77,1546
0.49,Premium,E,VS2,58.2,60.0,1.25,1.21,0.77,1396
0.29,Very Good,E,VS2,61.7,57.0,0.75,0.72,0.46,300
1.64,Ideal,G,VS2,59.1,59.0,4.21,4.2,2.56,13107
0.52,Very Good,J,SI1,60.0,58.0,1.34,1.35,0.84,417
0.84,Good,G,SI2,59.8,57.0,2.11,2.09,1.31,3533
1.0,Good,G,VVS1,60.2,55.0,2.51,2.47,1.5,5929
1.58,Good,D,VVS2,60.9,61.0,3.97,4.02,2.41,12063
0.69,Very Good,F,SI2,61.0,54.0,1.79,1.8,1.08,1997
0.57,Good,H,VVS2,62.6,58.0,1.47,1.42,0.93,1316
0.81,Ideal,F,VS1,62.0,58.0,2.05,2.06,1.24,4516
1.41,Very Good,J,SI1,59.0,60.0,3.57,3.58,2.12,10508
0.68,Very Good,D,SI1,61.8,61.0,1.71,1.67,1.04,2667
0.46,Ideal,G,VVS2,62.1,57.0,1.17,1.23,0.71,1080
0.34,Premium,G,VS1,61.2,59.0,0.86,0.87,0.53,300
0.4,Ideal,G,VS2,61.6,61.0,1.03,1.02,0.62,300
1.14,Very Good,E,VS2,62.0,57.0,2.94,2.94,1.74,6918
0.63,Very Good,E,SI2,62.8,55.0,1.62,1.64,0.96,1762
0.55,Fair,E,VS2,59.5,57.0,1.41,1.41,0.85,1447
0.52,Very Good,H,SI1,61.4,55.0,1.34,1.34,0.81,825
0.77,Very Good,H,SI1,63.8,58.0,1.98,2.03,1.23,3038
0.66,Very Good,I,VS1,63.7,60.0,1.68,1.61,1.01,2094
0.65,Good,F,VVS1,62.9,57.0,1.65,1.59,0.98,2622
1.45,Good,J,SI1,62.5,54.0,3.67,3.71,2.28,9560
1.6,Premium,F,SI1,64.0,60.0,4.1,4.22,2.56,12482
0.33,Very Good,D,VS1,64.4,54.0,0.85,0.89,0.52,300
0.87,Premium,D,VVS1,61.5,54.0,2.22,2.31,1.34,5632
0.5,Premium,G,VS1,60.3,57.0,1.29,1.27,0.8,1024
0.65,Ideal,G,VVS1,61.3,58.0,1.63,1.6,0.96,2613
0.86,Fair,J,VS2,66.0,58.0,2.21,2.23,1.39,3538
0.67,Ideal,E,VS1,59.5,57.0,1.73,1.78,1.08,2775
0.83,Ideal,E,SI2,61.0,61.0,2.12,2.05,1.3,4363
1.04,Good,H,SI1,59.7,58.0,2.69,2.68,1.62,5940
0.86,Ideal,G,SI1,61.9,60.0,2.2,2.2,1.3,4715
0.54,Ideal,D,VS2,60.0,59.0,1.37,1.34,0.86,1864
0.54,Good,D,VVS1,61.5,55.0,1.36,1.33,0.84,1647
0.36,Very Good,H,VVS1,59.0,57.0,0.92,0.96,0.56,300
0.48,Ideal,F,SI2,62.6,62.0,1.24,1.26,0.73,1169
1.98,Ideal,I,SI2,63.4,56.0,4.98,5.02,3.07,16768
0.5,Very Good,I,SI1,61.2,56.0,1.28,1.3,0.81,748
0.41,Very Good,D,SI1,61.5,58.0,1.05,1.01,0.65,322
0.87,Premium,E,VS2,61.5,56.0,2.19,2.21,1.3,4155
0.7,Premium,E,VVS1,62.0,56.0,1.76,1.71,1.07,4118
0.67,Premium,J,IF,61.6,56.0,1.7,1.68,1.01,2949
1.5,Premium,D,VS1,62.8,61.0,3.8,3.75,2.38,11689
0.97,Premium,G,VVS2,63.4,57.0,2.45,2.42,1.48,5575
0.57,Ideal,G,VS2,60.6,55.0,1.44,1.44,0.89,881
0.6,Fair,F,SI1,61.3,54.0,1.51,1.49,0.9,1444
0.58,Very Good,I,VS2,63.0,62.0,1.48,1.44,0.88,1544
1.15,Ideal,E,VS2,59.7,57.0,2.95,3.01,1.82,7324
0.64,Ideal,F,VS1,58.9,58.0,1.64,1.63,1.02,2357
0.3,Premium,I,SI1,62.0,56.0,0.77,0.74,0.46,300
0.72,Premium,I,SI1,62.4,58.0,1.86,1.81,1.13,3018
0.34,Good,I,SI1,60.7,61.0,0.88,0.79,0.54,300
2.21,Premium,J,IF,60.9,56.0,5.71,5.7,3.55,20000
0.46,Premium,F,VS2,60.6,59.0,1.17,1.1,0.72,553
0.68,Very Good,D,VS1,60.5,54.0,1.75,1.79,1.04,2697
0.84,Very Good,J,VS1,62.7,62.0,2.16,2.16,1.32,4088
0.64,Premium,J,SI1,60.0,58.0,1.62,1.7,1.01,2129
0.64,Fair,F,VS2,61.3,57.0,1.61,1.62,1.01,2230
0.91,Very Good,E,VVS1,60.4,57.0,2.33,2.29,1.43,5127
1.59,Very Good,H,VS2,59.7,56.0,4.01,3.92,2.53,12315
1.09,Very Good,G,IF,62.9,56.0,2.76,2.8,1.64,7120
1.55,Good,F,SI1,61.0,52.0,3.95,3.89,2.41,11314
0.44,Ideal,H,SI2,62.0,57.0,1.13,1.11,0.7,300
0.87,Premium,J,VVS1,59.6,57.0,2.25,2.33,1.34,4394
0.8,Ideal,E,VVS2,60.7,59.0,2.05,2.08,1.29,4821
0.88,Ideal,F,IF,62.8,56.0,2.26,2.28,1.37,4460
1.47,Premium,F,VS1,65.3,56.0,3.73,3.78,2.25,11245
0.66,Good,E,VVS1,58.9,57.0,1.69,1.74,1.01,2250
0.6,Premium,E,VVS2,61.4,54.0,1.53,1.61,0.92,1891
0.97,Premium,H,VVS2,62.3,58.0,2.5,2.47,1.53,5468
0.3,Ideal,G,VS2,60.8,53.0,0.76,0.74,0.46,300
0.66,Premium,I,SI1,62.9,60.0,1.68,1.63,1.0,2204
0.69,Good,I,VVS1,60.5,59.0,1.76,1.76,1.1,2783
0.47,Very Good,E,VS2,61.9,55.0,1.21,1.2,0.72,348
1.26,Premium,D,VS2,61.0,59.0,3.26,3.17,2.03,8925
0.44,Ideal,D,VS2,63.4,58.0,1.12,1.09,0.67,434
0.69,Premium,F,VS2,60.8,55.0,1.76,1.83,1.07,2693
0.86,Very Good,I,VS2,61.2,53.0,2.21,2.22,1.34,3970
1.46,Ideal,I,SI2,63.0,58.0,3.77,3.81,2.31,10647
0.74,Premium,E,VVS1,60.3,56.0,1.89,1.88,1.18,3950
1.18,Very Good,F,VS2,61.8,60.0,2.97,2.88,1.87,7353
1.05,Good,F,VS2,59.1,58.0,2.67,2.66,1.61,6098
0.79,Very Good,E,SI2,60.2,56.0,2.02,2.07,1.24,3286
0.43,Very Good,E,I1,62.2,61.0,1.09,1.03,0.66,300
0.36,Very Good,D,SI1,60.3,59.0,0.91,0.95,0.57,300
0.78,Very Good,J,VS1,60.9,50.0,1.96,1.87,1.22,3387
0.56,Very Good,E,SI2,62.4,56.0,1.44,1.44,0.87,497
1.17,Very Good,D,VVS1,60.9,54.0,3.03,3.06,1.85,8199
1.08,Ideal,H,SI1,62.9,56.0,2.79,2.77,1.67,5936
0.68,Good,F,SI1,62.0,57.0,1.74,1.86,1.08,2138
0.42,Premium,H,SI2,62.3,58.0,1.08,1.06,0.67,300
0.96,Premium,D,I1,63.4,58.0,2.43,2.4,1.53,5104
0.45,Ideal,J,VVS2,62.1,60.0,1.15,1.16,0.7,973
0.51,Good,F,VVS1,63.9,59.0,1.28,1.24,0.79,991
0.45,Premium,I,VS2,63.0,59.0,1.15,1.08,0.7,300
0.69,Ideal,E,SI2,61.0,58.0,1.78,1.73,1.09,2634
1.33,Ideal,I,SI1,63.5,60.0,3.43,3.47,2.07,9413
0.74,Ideal,H,VS2,62.1,57.0,1.89,1.87,1.17,3404
0.59,Very Good,G,IF,61.1,57.0,1.52,1.61,0.9,2195
0.35,Very Good,D,SI1,62.1,53.0,0.9,0.88,0.53,300
0.98,Ideal,H,VS1,63.3,60.0,2.48,2.52,1.53,6062
0.5,Ideal,I,VS2,62.3,57.0,1.29,1.32,0.81,1160
0.79,Premium,E,SI1,64.3,64.0,2.0,1.98,1.23,3273
0.62,Premium,G,VS2,63.2,57.0,1.6,1.56,0.99,2251
1.13,Very Good,D,SI2,62.4,58.0,2.85,2.76,1.78,6895
0.68,Ideal,I,VVS2,60.3,59.0,1.72,1.75,1.04,2765
0.72,Very Good,F,SI1,61.4,55.0,1.85,1.91,1.1,2599
0.94,Very Good,H,VS1,61.8,58.0,2.37,2.29,1.49,5072
2.12,Premium,I,SI2,62.7,58.0,5.35,5.33,3.36,18095
1.16,Premium,E,IF,62.6,57.0,2.96,2.93,1.8,7992
0.71,Very Good,F,SI1,61.9,60.0,1.83,1.86,1.1,2757
0.74,Good,E,VVS1,61.9,56.0,1.87,1.85,1.17,3521
0.57,Premium,H,VVS2,62.7,58.0,1.47,1.54,0.91,1914
0.46,Very Good,G,IF,60.5,61.0,1.18,1.16,0.7,993
0.56,Premium,G,VS2,64.1,56.0,1.43,1.37,0.85,1101
0.5,Very Good,D,VS1,58.8,57.0,1.28,1.26,0.81,607
1.03,Premium,H,SI1,63.7,63.0,2.59,2.57,1.53,6181
0.43,Premium,H,SI2,61.6,59.0,1.09,1.12,0.66,300
1.44,Good,G,VS2,63.1,56.0,3.64,3.62,2.23,10163
1.08,Very Good,F,SI2,62.2,59.0,2.72,2.74,1.62,6763
0.75,Good,H,IF,62.2,56.0,1.91,1.87,1.14,3004
0.74,Good,D,SI2,62.5,54.0,1.88,1.87,1.14,2903
0.56,Ideal,H,VS2,62.8,61.0,1.44,1.4,0.87,1206
0.85,Very Good,D,VS1,61.2,55.0,2.17,2.13,1.35,4676
1.28,Ideal,I,VS2,63.1,63.0,3.3,3.36,2.01,7935
0.52,Very Good,F,VS1,60.2,56.0,1.31,1.27,0.79,1561
0.34,Ideal,D,SI2,61.7,62.0,0.86,0.84,0.52,300
1.05,Ideal,I,VS2,62.9,54.0,2.68,2.73,1.59,5784
0.87,Premium,D,SI1,63.1,60.0,2.18,2.22,1.29,4532
0.42,Premium,G,IF,62.3,59.0,1.08,1.16,0.67,377
0.51,Premium,D,VS1,61.1,59.0,1.3,1.32,0.77,1554
0.48,Very Good,E,IF,63.0,60.0,1.22,1.19,0.74,1537
0.52,Ideal,H,SI2,60.8,56.0,1.32,1.42,0.82,608
0.63,Ideal,I,SI1,64.2,55.0,1.6,1.63,0.97,1376
0.65,Ideal,H,SI1,61.6,57.0,1.65,1.64,1.0,2630
0.54,Good,I,I1,59.5,58.0,1.36,1.36,0.85,1516
0.51,Ideal,I,SI1,60.0,56.0,1.28,1.29,0.8,1133
0.66,Ideal,I,VS1,61.8,58.0,1.68,1.67,1.05,2709
0.81,Very Good,G,SI1,61.9,58.0,2.04,1.97,1.25,3564
0.63,Good,E,VS2,64.5,55.0,1.62,1.7,1.02,1988
1.32,Ideal,I,VVS1,60.2,58.0,3.34,3.34,2.08,9649
0.96,Premium,I,VS1,61.8,57.0,2.42,2.43,1.47,5270
0.33,Ideal,F,SI1,60.2,56.0,0.83,0.93,0.51,300
0.96,Good,I,SI1,61.0,59.0,2.44,2.41,1.45,5095
1.0,Ideal,I,VS2,64.1,56.0,2.51,2.54,1.54,5681
0.6,Very Good,I,SI2,60.1,56.0,1.51,1.47,0.91,1450
0.35,Very Good,D,VS1,62.5,58.0,0.89,0.91,0.54,300
0.74,Very Good,E,SI1,62.3,61.0,1.88,1.89,1.12,3590
0.74,Ideal,G,VVS2,61.7,58.0,1.9,1.94,1.15,3555
0.42,Ideal,F,VS1,62.4,59.0,1.08,1.14,0.66,556
0.36,Premium,F,VS2,60.1,57.0,0.91,0.88,0.56,300
0.71,Very Good,E,SI1,64.0,57.0,1.79,1.86,1.08,2585
0.66,Ideal,E,SI1,64.4,57.0,1.69,1.76,1.05,1887
0.6,Premium,F,VVS2,61.8,58.0,1.54,1.53,0.94,2712
0.71,Ideal,H,VS2,65.1,57.0,1.84,1.84,1.13,3121
0.43,Premium,J,SI1,61.1,60.0,1.08,1.06,0.65,568
0.6,Premium,G,SI1,62.3,57.0,1.53,1.51,0.95,1351
0.97,Premium,D,SI2,63.7,54.0,2.49,2.43,1.53,5755
0.62,Very Good,F,VVS2,61.1,64.0,1.6,1.64,1.0,3110
0.32,Ideal,D,SI1,59.8,57.0,0.8,0.7,0.48,300
0.58,Premium,D,VS2,59.4,60.0,1.49,1.46,0.9,2614
0.43,Very Good,I,VS2,64.6,61.0,1.09,1.09,0.65,345
0.85,Ideal,E,VS2,61.0,60.0,2.14,2.2,1.28,4250
